show_id;type;title;country;date_added;Description
s806;TV Show;Before 30;Nigeria;November 24, 2020;International TV Shows, Romantic TV Shows, TV Comedies Four female friends in the fast-paced city of Lagos, Nigeria endure public and private pressures to walk down the aisle by the age of 30.
s807;Movie;Before I Fall;United States;June 8, 2020;Dramas, Romantic Movies Forced to continually relive the day she dies in a car crash, a privileged high schooler must unravel the cosmic mystery of her suddenly looping life.
s808;Movie;Before I Wake;United States;January 5, 2018;Horror Movies, Thrillers Still mourning the death of their son, Mark and Jessie welcome foster child Cody into their lives. Soon they discover he has a strange ability.
s809;Movie;Before the Flood;United States;February 1, 2018;Documentaries Leonardo DiCaprio crisscrosses the globe to investigate the consequences of man-made globe warming and the measures being taken to reverse it.
s810;Movie;Before the Summer Crowds;Egypt;June 5, 2020;Dramas, International Movies Ahead of summer break, a couple heads to a seaside resort where intimate interactions with other villagers make for anything but a peaceful holiday.
s811;Movie;"Behind ""The Cove"": The Quiet Japanese Speak Out";Japan, United States;August 25, 2017;Documentaries, International Movies After a documentary about the Japanese whaling industry garnered international attention, an amateur filmmaker decides to tell the rest of the story.
s812;TV Show;Behind Enemy Lines;United States;August 15, 2016;British TV Shows, Docuseries After dire setbacks in 1940, Winston Churchill commissions a new kind of fighting force: commandos trained to use stealth and audacious tactics.
s813;Movie;Behind the Curtain: Todrick Hall;United States;April 5, 2018;Documentaries, LGBTQ Movies, Music & Musicals Follow singer and YouTube sensation Todrick Hall as he launches an original musical based on growing up gay in Texas and finding showbiz success.
s814;Movie;Behind the Curve;United States;February 15, 2019;Documentaries Meet the growing, worldwide community of theorists who defend the belief that the Earth is flat while living in a society who vehemently rejects it.
s815;TV Show;Behind the Newsroom;;September 14, 2018;International TV Shows, Romantic TV Shows, TV Dramas Confident and cool under pressure, top news presenter Punchalee meets her match in the conniving Dao, who'll stop at nothing to fulfill her ambitions.
s816;TV Show;Behzat Ã‡.;Turkey;May 19, 2017;Crime TV Shows, International TV Shows, TV Dramas An Ankara homicide detective with a dark personal life and a disdain for rules and political correctness solves murders and fights police corruption.
s817;Movie;Beiimaan Love;India;November 1, 2017;Dramas, International Movies, Romantic Movies After having her heart broken by a man who seduced her at a party, a young, ambitious woman concocts a scheme to get revenge.
s818;Movie;Being AP;United Kingdom;August 15, 2016;Documentaries, International Movies, Sports Movies With retirement staring him in the face, an all-time-great jump jockey pursues his 20th consecutive title in his unrelenting quest for glory.
s819;Movie;Being Elmo: A Puppeteer's Journey;United States;February 21, 2012;"Documentaries Whoopi Goldberg narrates Elmo creator Kevin Clash's remarkable journey from a working-class Baltimore neighborhood to Jim Henson's ""Sesame Street."""
s820;TV Show;Being Mary Jane: The Series;United States; July 1, 2017;Romantic TV Shows, TV Dramas Ambitious single TV journalist Mary Jane attempts to balance her career with her overbearing family and an increasingly messy love life.
s821;Movie;Being Mrs Elliot;Nigeria;December 20, 2019;Dramas, International Movies, Romantic Movies When a scorned wife from the city shares a cab with a troubled villager, a fiery accident forces them to live out each other's lives.
s822;Movie;Being Napoleon;United States;August 1, 2018;Documentaries On the 200th anniversary of the Battle of Waterloo, thousands of enthusiasts reenact the epic clash. But there can only be one Napoleon.
s823;Movie;Beirut Oh Beirut;Lebanon;October 19, 2020;Classic Movies, Dramas, International Movies In the aftermath of the 1967 Arab-Israeli War, four young Lebanese navigate their existence along rapidly transforming political lines.
s824;Movie;Belgica;Belgium, France;April 15, 2016;Dramas, International Movies Two brothers become partners in a modest nightclub and turn it into the hottest spot in town, but their exhilarating run of success comes at a price.
s825;Movie;Belief: The Possession of Janet Moses;New Zealand;October 15, 2017;Documentaries, International Movies This documentary tries to reconstruct, through a series of interviews, a family's misguided attempt to heal a woman's pain through exorcism.
s826;TV Show;Bella and the Bulldogs;United States;November 2, 2019;Kids' TV, TV Comedies The life of cheerleader Bella Dawson turns upside down when, in a twist of fate, she becomes quarterback for her middle school's football team.
s827;Movie;Belmonte;Uruguay, Spain, Mexico;June 7, 2019;Dramas, Independent Movies, International Movies An artist muddles through a midlife crisis while trying to balance his dimming career with a yearning to be a better father.
s828;Movie;Below Her Mouth;Canada;August 1, 2017;Dramas, Independent Movies, International Movies An engaged fashion editor begins a torrid affair with a female roofer that threatens to turn both of their lives upside down.
s829;TV Show;Ben & Holly's Little Kingdom;United Kingdom;March 15, 2020;Kids' TV In the magical Little Kingdom, friends Ben Elf and fairy princess Holly have fun adventures as they learn about teamwork, sharing and problem-solving.
s830;TV Show;Ben 10;United States;September 30, 2018;Kids' TV Ben can transform into ten types of aliens. He'll try 'em all while adventuring across the country with his cousin Gwen and Grandpa Max.
s831;Movie;Ben Platt Live from Radio City Music Hall;United States;May 20, 2020;"Music & Musicals Backed by a full band and a ready wit, actor Ben Platt opens up a very personal songbook onstage â€”numbers from his debut LP, ""Sing to Me Instead.â€"
s832;Movie;Benchwarmers 2: Breaking Balls;United States;December 31, 2019;Comedies, Sports Movies A rookie lawyer with an emasculating past in baseball can break into the legal world only if he manages a law firm's ragtag company softball team.
s833;Movie;Bending the Arc;United States;October 22, 2020;Documentaries This documentary follows a group of ambitious advocates whose mission to save lives in Haiti turns into a global fight for health care and justice.
s834;Movie;Beneath the Leaves;United States;June 8, 2019;Independent Movies, Thrillers An escaped psychopathic child killer faces off against one of his former victims, who has since become a hard-nosed detective.
s835;Movie;Benji;United Arab Emirates, United States;March 16, 2018;Children & Family Movies, Dramas A determined dog comes to the rescue and helps heal a broken family when a young boy and his sister stumble into some serious danger.
s836;Movie;Benji: Off the Leash;United States;March 6, 2018;Children & Family Movies, Dramas Benji is back in this charming story that's told from the pooch's point of view, tracking his early days as a pup to his current life in showbiz.
s837;Movie;Benji's Very Own Christmas Story;United States;October 3, 2018;Children & Family Movies While on a press tour, Benji goes behind the scenes of Santa's workshop. But Santa has a devastating secret, so it's up to Benji to save Christmas.
s838;Movie;Bennett's War;United States;May 2, 2020;Dramas, Sports Movies A medically discharged soldier attempts an improbable return to motorcycle racing to win enough prize money to save his father's farm.
s839;Movie;Berlin Calling;Germany;January 15, 2017;Dramas, International Movies, Music & Musicals DJ Ickarus is at the top of his game, dazzling fans and touring the world â€“ until he gets locked in the loony bin after taking a few too many drugs.
s840;Movie;Berlin Kaplani;Turkey;March 10, 2017;Comedies, International Movies, Sports Movies After a losing streak puts him in debt of 50,000 euros to his sponsors, an unlikely Turkish-German boxer in Berlin finds himself in need of a miracle.
s841;Movie;Berlin Syndrome;Australia;August 25, 2017;International Movies, Thrillers What starts as a passionate one-night stand quickly turns sinister when Clare learns she's locked inside Andi's apartment with no way out.
s842;Movie;Berlin, Berlin: Lolle on the Run;Germany;August 7, 2020;Comedies, International Movies In this cinematic sequel to the hit TV series, Lolle has moved on from Sven and is about to marry her friend Hart â€“ until Sven disrupts her plans.
s843;Movie;Berlin, I Love You;Germany;June 8, 2019;"Dramas, International Movies, Romantic Movies Set in the Grey City, this ""Cities of Love"" installment is a star-studded, 10-story collection of redemptive love, crushing loss and everyday romances."
s844;Movie;Berserk: The Golden Age Arc I - The Egg of the King;Japan;October 15, 2016;Action & Adventure, Anime Features, International Movies Loner Guts is recruited by Griffith and his band of mercenaries, but their ensuing success as a full-fledged army could lead to a horrible fate.
s845;Movie;Berserk: The Golden Age Arc II - The Battle for Doldrey;Japan;September 1, 2017;Action & Adventure, Anime Features, International Movies For three years, Guts believed his mission was to pursue Griffith's dream together with him. But in order to become Griffith's equal and truly be called his friend, Guts realizes he will have to leave the Band of the Hawk.
s846;Movie;Berserk: The Golden Age Arc III - The Advent;Japan;September 1, 2017;Action & Adventure, Anime Features, International Movies A year after he left the Band of the Hawk, Guts rejoins them in an epic battle to vanquish the God Hand and save Griffith from a hellish fate.
s847;Movie;Bert Kreischer: Hey Big Boy;United States;March 17, 2020;Stand-Up Comedy Ever the stand-up party animal, comic Bert Kreischer riffs on parenting and family life, being a gun and pet owner, his dad discovering pot, and more.
s848;Movie;Bert Kreischer: Secret Time;;August 24, 2018;Stand-Up Comedy Shirtless comic Bert Kreischer relays personal secrets and stories about being a cool â€“ if not always responsible â€“ dad in this stand-up special.
s849;Movie;Bert Kreischer: The Machine;United States;February 22, 2019;Stand-Up Comedy From his run-in with a grizzly bear to partying with the Russian mafia, the shirtless comic returns with laugh-out-loud tales in this stand-up special.
s850;TV Show;Best Leftovers Ever!;United States;December 30, 2020;Reality TV Decadent pasta from day-old fries? Skillful cooks transform tired leftovers into tantalizing new dishes in this wildly creative culinary competition.
s851;TV Show;Best Lover;South Korea, China;February 23, 2018;International TV Shows, Romantic TV Shows, TV Comedies Two young stars with different backgrounds and agendas enter into a fake marriage to advance their careers, until the fake starts turning real.
s852;Movie;Best Neighbors;;June 6, 2019;Comedies, International Movies A just-married couple moves into their new home, finding themselves at war with the kids next door, who seem determined to make their lives miserable.
s853;Movie;Best of Stand-Up 2020;;December 31, 2020;Stand-Up Comedy From Jerry Seinfeld to Leslie Jones, Kevin Hart to Hannah Gadsby, laugh along with the funniest bits from Netflix's 2020 stand-up comedy specials.
s854;Movie;Best Wishes, Warmest Regards: A Schitt's Creek Farewell;Canada;October 3, 2020;"Documentaries, LGBTQ Movies From unseen footage to the last table read, this documentary takes an inside look at the final season of the acclaimed comedy series ""Schitt's Creek."""
s855;Movie;Best Worst Thing That Ever Could Have Happened;United States;March 18, 2017;"Documentaries The cast and crew of the 1981 Broadway musical ""Merrily We Roll Along"" recall joy and heartbreak during the production of a surefire hit that wasn't."
s856;TV Show;Best.Worst.Weekend.Ever.;United States;October 19, 2018;Kids' TV, TV Comedies Teenage friends plan an epic trip to Comic-Con to meet their idol, only to get caught in one hilariously awkward predicament after another.
s857;TV Show;Betaal;India;May 24, 2020;International TV Shows, TV Action & Adventure, TV Horror Hired to displace tribal villagers to make way for a new highway, officials unearth an old curse and an army of British soldier-zombies.
s858;Movie;Bethany Hamilton: Unstoppable;United States;March 25, 2020;Children & Family Movies, Documentaries, Sports Movies This documentary follows the rising tide of Bethany Hamilton who lost her arm as a teen before making waves in pro surfing and her personal life.
s859;TV Show;Better Call Saul;United States;February 9, 2020;"Crime TV Shows, TV Comedies, TV Dramas This Emmy-nominated prequel to ""Breaking Bad"" follows small-time attorney Jimmy McGill as he transforms into morally challenged lawyer Saul Goodman."
s860;TV Show;Better Than Us;Russia;August 16, 2019;Crime TV Shows, International TV Shows, TV Dramas A family on the brink of splitting up become the owners of a cutting-edge robot being sought by a corporation, homicide investigators and terrorists.
s861;Movie;Betting on Zero;United States;June 1, 2017;Documentaries This documentary dives into the complex world of Herbalife, the international nutritional products company accused of being a pyramid scheme.
s862;Movie;Betty White: First Lady of Television;United States;January 12, 2020;Documentaries This documentary on actress and television producer Betty White traces her decades-long career as a  woman breaking new ground in entertainment.
s863;TV Show;Between;Canada;July 1, 2016;International TV Shows, TV Dramas, TV Mysteries After a mysterious disease kills every resident over 22 years old, survivors of a town must fend for themselves when the government quarantines them.
s864;Movie;Between Maybes;Philippines;December 3, 2020;Dramas, International Movies, Romantic Movies A former actress takes a trip to Japan, where she meets a young man who provides an escape from reality and makes her consider a different way of life.
s865;Movie;Between Two Ferns: The Movie;United States;September 20, 2019;Comedies Armed with awkward questions and zero self-awareness, Zach Galifianakis hits the road to find famous interview subjects for his no-budget talk show.
s866;Movie;Between Worlds;Spain;April 6, 2019;Thrillers Grieving for his dead wife and daughter, a trucker plunges into a romance with a mother who needs his help. The dead, however, are far from gone.
s867;Movie;Bewafaa;India;July 21, 2019;Dramas, International Movies, Romantic Movies A young woman faces pressure to marry her brother-in-law, after her sister dies while giving birth. But she's secretly in love with someone else.
s868;Movie;Bewildered Bolbol;Egypt;June 20, 2019;Comedies, International Movies, Romantic Movies A man suffering from amnesia can't seem to choose between the women playing tricks on him.
s869;TV Show;Beyblade Burst;Japan;October 1, 2017;Anime Series, Kids' TV Middle schooler Valt Aoi, with his Beyblade Valtryek, faces off against friends, classmates and rivals to become the world's number one Blader.
s870;TV Show;Beyblade Burst Evolution;;November 15, 2018;Anime Series, Kids' TV Scouted by a famous Spanish club, Valt Aoi heads to Spain. With their sights on the World League, he and his teammates face the European League first.
s871;TV Show;Beyblade Burst Rise;Japan;November 15, 2020;Anime Series, Kids' TV After training with legendary Valt Aoi, Dante and his trusty Ace Dragon lead the next generation of Bladers to battle in Japan â€” Beyblade's birthplace.
s872;TV Show;Beyblade Burst Turbo;;October 10, 2019;Anime Series, Kids' TV Yearning to earn the title of world blading champion, a novice competitor must harness his untamed potential through training and tournaments.
s873;TV Show;Beyblade: Metal Fusion;Japan;December 15, 2017;"Anime Series, Kids' TV In this anime adventure series for kids, the forces of good and evil ""blade it out,"" battling each other with enchanted spinning tops."
s874;Movie;Beynelmilel;Turkey;April 28, 2020;Comedies, Dramas, International Movies When a local musician and his band are forced to perform in honor of a right-wing coup, his daughter schemes to make their music subversive instead.
s875;Movie;Beyond All Boundaries;United States, India;April 1, 2017;Documentaries, International Movies, Sports Movies As the 2011 Cricket World Cup begins, three Indians demonstrate their passion and the sacrifices they've made for the country's most popular sport.
s876;Movie;Beyond Skyline;United States, Canada, Indonesia, United Kingdom, China, Singapore;April 15, 2018;Action & Adventure, Sci-Fi & Fantasy In the wake of an extraterrestrial invasion, a suspended L.A. cop teams up with survivors to stop the onslaught and rescue human captives.
s877;TV Show;Beyond Stranger Things;United States;October 27, 2017;"Stand-Up Comedy & Talk Shows, TV Mysteries, TV Sci-Fi & Fantasy Secrets from the ""Stranger Things 2"" universe are revealed as cast and guests discuss the latest episodes with host Jim Rash. Caution: spoilers ahead!"
s878;Movie;Beyond the Boundary: ICC Women's T20 World Cup Australia 2020;;August 14, 2020;Documentaries, International Movies, Sports Movies With highlights from the 2020 tourney, this program offers an inside look at the global showcase for women's cricket â€” the ICC Women's T20 World Cup.
s879;Movie;Beyond the Clouds;India, Iran;August 10, 2018;Dramas, Independent Movies, International Movies A youthful drug dealer in Mumbai must change his ways when the sister who raised him is assaulted by her boss and imprisoned for defending herself.
s880;TV Show;Bh Se Bhade;India;April 1, 2018;International TV Shows, TV Comedies A kind-hearted insurance agent has the mysterious power to temporarily shoulder the problems and pain of others, with comic results in his own life.
s881;TV Show;Bhaag Beanie Bhaag;India;December 4, 2020;International TV Shows, Romantic TV Shows, TV Comedies Facing disapproving parents, a knotty love life and her own inner critic, an aspiring comic ditches her cushy but unsatisfying life to pursue stand-up.
s882;TV Show;Bhaage Re Mann;India;April 15, 2017;International TV Shows, Romantic TV Shows, TV Dramas An impulsive, free-spirited woman who's defied convention for much of her life suddenly finds herself flirting with a classic romance.
s883;Movie;Bhagam Bhag;India;December 31, 2019;Comedies, International Movies, Romantic Movies A theater group lands in trouble when its new actress takes her own life, two of its members are framed for murder and no one is who they appear to be.
s884;Movie;Bhai: Vyakti Ki Valli - Poorvardha;India;September 10, 2020;Dramas, International Movies This first of a two-part biopic depicts the early years that lay the foundation for beloved Marathi writer and comedian P.L. Deshpandeâ€™s iconic career.
s885;Movie;Bhai: Vyakti Ki Valli - Uttarardh;India;September 10, 2020;Dramas, International Movies The second installment of P.L. Deshpandeâ€™s biopic explores the Marathi humoristâ€™s political journey, philanthropic endeavors and personal life.
s886;Movie;Bhaji In Problem;India;September 19, 2020;Comedies, International Movies Married to two women â€“ each unaware of the other â€“ a man finds his double life threatened when an old friend who knows his not-so-little secret arrives.
s887;Movie;Bhangra Paa Le;India;March 1, 2020;Comedies, Dramas, International Movies Determined to bring traditional bhangra to the world stage, a dancer preps for an international competition against a rival with dreams of her own.
s888;Movie;Bhasmasur;India;January 29, 2019;Dramas, Independent Movies, International Movies In this heart-wrenching coming-of-age story, a young boy embarks on an arduous trek with his debt-ridden father to sell their beloved family donkey.
s889;Movie;Bhavesh Joshi Superhero;India;August 16, 2018;Dramas, International Movies, Sci-Fi & Fantasy When his best friend is killed for uncovering political corruption, an idealistic young man decides to become a masked fighter for justice.
s890;Movie;Bheemayan;;May 10, 2019;Children & Family Movies It's Diwali! To celebrate, Chhota Bheem and his friends put on a stage show of the Ramayana, re-enacting the epic story behind the festival of lights.
s891;Movie;Bheeshma;India;April 25, 2020;Action & Adventure, Comedies, International Movies Tired of being single, a smart-aleck meme creator has a chance to prove himself to the girl he loves when he is suddenly appointed CEO of her workplace.
s892;Movie;Bhool Bhulaiyaa;India;October 22, 2017;Dramas, International Movies, Thrillers Siddharth dismisses warnings that his palace might be haunted, until ghostly occurrences force him to reconsider his beliefs.
s893;Movie;Bhoot;India;December 31, 2019;Horror Movies, International Movies, Thrillers After a couple moves into an apartment, the wifeâ€™s increasingly disturbing behavior unravels chilling secrets about their new homeâ€™s past.
s894;Movie;Bhouri;India;December 1, 2017;Dramas, Independent Movies, International Movies A 23-year-old girl who's married to a man more than twice her age is forced to contend with the predatory nature of a male-dominated society.
s895;Movie;Bibi & Tina;Germany;April 15, 2017;Children & Family Movies, Music & Musicals Teen witch Bibi and horse-loving Tina face trouble when a posh girl flirts with Tina's boyfriend and a crook sets his greedy eyes on a promising foal.
s896;Movie;Bibi & Tina II;Germany;April 15, 2017;Children & Family Movies, Music & Musicals When robbers hit Falkenstein castle, teen witch Bibi and pal Tina hunt for the crooks, then devise a plan to save the neighbors' failing ranch.
s897;Movie;Bibi & Tina: Girls Versus Boys;Germany;April 15, 2017;Children & Family Movies, Music & Musicals At summer camp, young Bibi and her friends are pitted against the boys in a treasure hunt. But what's a witch to do when she loses her powers?
s898;Movie;Bibi & Tina: Tohuwabohu Total;Germany;December 27, 2017;Children & Family Movies, Music & Musicals Teen witch Bibi and her pal Tina return to the screen to reconcile a runaway girl with her narrow-minded family and save Falkenstein Castle from chaos.
s899;TV Show;Bibik-Bibikku;;May 8, 2019;International TV Shows, TV Comedies When a busy mother and father realize they need help with their two young children, they hire a series of maids, often with humorous results.
s900;TV Show;Big Bad Beetleborgs;United States, France, Japan;January 1, 2016;Kids' TV, TV Comedies When three teens free a spirit that offers to grant each a wish, they choose to become their favorite superheroes, launching a series of adventures.
s901;Movie;Big Bear;United States;February 28, 2018;Comedies The alcohol-fueled high jinks of a bachelor party go haywire when the buddies of an ill-fated groom abduct his fiancÃ©e's new lover.
s902;Movie;Big Daddy;United States;October 1, 2020;Comedies Dumped by his girlfriend because he refuses to accept responsibility, overgrown adolescent Sonny Koufax adopts a 5-year-old to prove he's a grownup.
s903;TV Show;Big Dreams, Small Spaces;United Kingdom; July 26, 2019;British TV Shows, International TV Shows, Reality TV Writer and presenter Monty Don helps England's budding horticulturists plant and grow the gardens of their dreams.
s904;Movie;Big Fat Liar;United States, Germany;January 15, 2020;Children & Family Movies, Comedies Junior high students Jason and Kaylee take action when a greedy Hollywood producer turns Jason's essay into a hit film without giving him credit.
s905;Movie;Big Kill;United States;June 18, 2019;Action & Adventure A tenderfoot and two gamblers seeking their fortunes in a boom town instead find themselves defending it from a gunslinging preacher and his gang.
s906;Movie;Big Miracle;United States, United Kingdom;September 30, 2018;Children & Family Movies, Dramas After a reporter writes about whales trapped in the Arctic Circle, the U.S. and U.S.S.R. team up to rescue them in this tale inspired by true events.
s907;TV Show;Big Mouth;United States;December 4, 2020;TV Comedies Teenage friends find their lives upended by the wonders and horrors of puberty in this edgy comedy from real-life pals Nick Kroll and Andrew Goldberg.
s908;Movie;Big Stone Gap;United States;June 5, 2020;Comedies, Romantic Movies A single middle-aged woman who has lived her whole life in a small Virginia mining town uncovers a family secret that alters her profoundly.
s909;Movie;Big Time;Denmark;April 1, 2018;Documentaries In this documentary, architect Bjarke Ingels offers his vision for 2 World Trade Center as he aims to restore Manhattan's skyline to its former glory.
s910;Movie;Big Time Movie;United States, Canada;November 2, 2019;Children & Family Movies, Comedies, Music & Musicals Big Time Rush heads to London for their first world tour, but when the boys' bags are switched, they get mixed up in a mission to save the world.
s911;Movie;Bigflo & Oli: Hip Hop Frenzy;France;October 8, 2020;Documentaries, International Movies, Music & Musicals Go backstage with French rap duo Bigflo & Oli in this intimate music documentary, then join the superstar siblings as they embark on a major tour.
s912;Movie;Bigger Fatter Liar;United States;April 18, 2017;Children & Family Movies, Comedies When his video game concept is stolen by a dishonest executive, a teenage chronic liar sets out to prove that he's telling the truth, for once.
s913;Movie;Biggie & Tupac;United Kingdom;January 26, 2019;Documentaries, Music & Musicals British documentarian Nick Broomfield investigates the murders of rappers Tupac Shakur and Biggie Smalls, digging up some surprises in the process.
s914;Movie;Bikram: Yogi, Guru, Predator;United States;November 20, 2019;Documentaries This documentary charts the rise and fall of hot yoga founder Bikram Choudhury as his global empire is born and disturbing revelations come to light.
s915;Movie;Bill Burr: I'm Sorry You Feel That Way;United States;December 5, 2014;Stand-Up Comedy Bill Burr escapes the zombie apocalypse, explores how rom-coms ruin great sex and explains how too many childhood hugs may be the downfall of man.
s916;Movie;Bill Burr: Let It Go;United States;November 10, 2017;Stand-Up Comedy The musings of comedian Bill Burr are let loose in this special, which was filmed at the historic Fillmore Auditorium in San Francisco.
s917;Movie;Bill Burr: Paper Tiger;United States, United Kingdom;September 10, 2019;Stand-Up Comedy Bill Burr unloads on outrage culture, male feminism, cultural appropriation, robot sex and more in a blistering stand-up special shot in London.
s918;Movie;Bill Burr: Walk Your Way Out;United States;January 31, 2017;Stand-Up Comedy No-nonsense comic Bill Burr takes the stage in Nashville and riffs on fast food, overpopulation, dictators and gorilla sign language.
s919;Movie;Bill Burr: You People Are All the Same;United States;June 30, 2018;Stand-Up Comedy Funnyman Bill Burr takes the stage to uncork a profanity-laced, incisive routine that pokes fun at plastic surgery, reality TV, gold diggers and more.
s920;Movie;Bill Hicks: One Night Stand;United Kingdom;December 31, 2018;Stand-Up Comedy Bill Hicks remembers a wild night in 1989 and offers his views on puffing cigarettes, smoking weed, drinking, sex, commercials and music.
s921;Movie;Bill Hicks: Reflections;;December 31, 2018;Documentaries This documentary about comedian Bill Hicks offers insight into his irreverent takes on, well, everything. Brother Steve Hicks is the star witness.
s922;Movie;Bill Hicks: Relentless;United Kingdom;December 31, 2018;Stand-Up Comedy In one of his most iconic performances, late comedian Bill Hicks demonstrates what made him such a singular talent and a force to be reckoned with.
s923;Movie;Bill Hicks: Revelations;United Kingdom;December 31, 2018;Stand-Up Comedy In his final recorded special, the iconoclastic comedian channels Goat Boy and tackles provocative topics like British porn, pot and the priesthood.
s924;Movie;Bill Hicks: Sane Man;United States;December 31, 2018;Stand-Up Comedy Filmed in 1989 at a turning point in comedian Bill Hicks's career, this rare onstage performance captures him spouting off on a variety of topics.
s925;TV Show;Bill Nye Saves the World;United States;May 11, 2018;Stand-Up Comedy & Talk Shows Emmy-winning host Bill Nye brings experts and famous guests to his lab for a talk show exploring scientific issues that touch our lives.
s926;Movie;Bill Nye: Science Guy;United States;April 25, 2018;Documentaries The dynamic, bow-tied host behind the young adult science show faces climate-change skeptics as he demonstrates the importance of scientific evidence.
s927;Movie;Billu;India;April 1, 2018;Dramas, International Movies An Indian village is abuzz with news that a major movie star is coming to town â€“ even more so because the town barber went to school with him. But as the day of the actor's visit approaches, the humble barber begins to worry he won't be recognized.
s928;Movie;Billy Elliot;United Kingdom, France;February 1, 2019;Dramas, Independent Movies, International Movies When a boy trades boxing school for ballet lessons, he may take his newfound talent all the way to the top - and win over his disapproving father.
s929;Movie;Billy Graham: An Extraordinary Journey;United States;February 28, 2019;Documentaries, Faith & Spirituality This documentary recounts the life story of evangelist preacher Billy Graham featuring interviews with family members and former presidents.
s930;TV Show;Billy on the Street;United States;November 1, 2019;International TV Shows, Reality TV, TV Comedies Comedian Billy Eichner sprints through New York with celebrities to stun pedestrians with unapologetic, unfiltered and unique pop culture questions.
s931;Movie;Bilu Rakkhosh;India;March 15, 2018;Dramas, International Movies Torn between his demanding corporate career, his passion for music and his turbulent family life, a man struggles to keep his inner demons in check.
s932;TV Show;Biohackers;Germany;August 20, 2020;International TV Shows, TV Dramas, TV Sci-Fi & Fantasy A medical student enters a top German university on a secret mission to uncover a conspiracy linking a family tragedy to a visionary biology professor.
s933;Movie;Bioscope;India;August 15, 2018;Dramas, International Movies, LGBTQ Movies Inspired by classic and contemporary literature, four renowned Marathi directors create four individual stories in this anthology of short films.
s934;Movie;Bir Baba Hindu;Turkey, India;April 28, 2020;Action & Adventure, Comedies, International Movies A Istanbul mobster falls for an Indian yoga instructor whose abduction takes him on a wild rescue mission to Mumbai.
s935;Movie;Bird Box;United States;December 21, 2018;Dramas, Sci-Fi & Fantasy, Thrillers Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety.
s936;Movie;Birders;United States, Mexico;September 25, 2019;Documentaries, International Movies Bird watchers on both sides of the U.S.-Mexico border share their enthusiasm for protecting and preserving some of the world's most beautiful species.
s937;Movie;Birdshot;Philippines, Qatar;March 26, 2018;Dramas, International Movies, Thrillers A sheltered farm girl inadvertently shoots an endangered Philippine eagle, setting off a police investigation that exposes violence and corruption.
s938;Movie;Birthmarked;Canada;June 28, 2018;"Comedies, Independent Movies, International Movies In an attempt to settle the ""nature vs. nurture"" debate, a scientist couple raises three children to live lives that defy their genetic dispositions."
s939;Movie;Bitch;United States;March 11, 2018;Comedies, Dramas, Independent Movies Cracking under the demands of children and a philandering, thankless husband, an overworked suburban mother assumes the persona of a ferocious dog.
s940;Movie;Bitcoin Heist;Vietnam;September 2, 2017;"Action & Adventure, Comedies, International Movies A unconventional, efficient Interpol special agent goes rogue and assembles a team of thieves to catch a shadowy hacker called ""The Ghost."""
s941;TV Show;Bitten;Canada; May 26, 2016;International TV Shows, TV Dramas, TV Horror Elena Michaels tries to stray from the pack of werewolves that turned her into a monster, but her efforts are thwarted by a string of grisly murders.
s942;TV Show;Bitter Daisies;Spain;March 29, 2019;Crime TV Shows, International TV Shows, TV Dramas While investigating the disappearance of a teen girl in a tight-knit Galician town, a Civil Guard officer uncovers secrets linked to a loss of her own.
s943;Movie;Bittersweet;Egypt;April 25, 2020;Comedies, Dramas, International Movies After 20 years abroad, a photographer returns to his birth country of Egypt and gets stranded without identification in a now unfamiliar culture.
s944;Movie;Bittoo Boss;India;July 5, 2020;Comedies, Dramas, International Movies When a small-town wedding videographer falls in love, he decides he needs to make more money and turns to shooting sexy videos â€“ with mixed results.
s945;Movie;Black;India;September 19, 2020;Action & Adventure, International Movies A small-town man takes on a dangerous gangster to avenge his father, a police officer who ended his own life after being framed in a deadly crime.
s946;Movie;Black '47;Ireland, Luxembourg, Belgium;October 24, 2020;Action & Adventure, Dramas, Independent Movies When the Great Famine ravages his beloved country, a battle-hardened Irishman deserts the British Empire and exacts revenge on the tyrants responsible.
s947;Movie;Black & Privileged: Volume 1;United States;July 12, 2019;Dramas When low-income families move into a thriving black community in Chicago, they find themselves at odds with politicians to maintain their status.
s948;TV Show;Black Butler;Japan;September 30, 2020;Anime Series, International TV Shows In Victorian London, 12-year-old business magnate Ciel Phantomhive thwarts dangers to the queen as he's watched over by his demon butler, Sebastian.
s949;TV Show;Black Crows;Saudi Arabia, Syria, Egypt, Lebanon, Kuwait;April 30, 2018;International TV Shows, TV Dramas This drama portrays women and kids living under the Islamic State group: a Yazidi slave, an undercover reporter, a recruited mom and child snipers.
s950;TV Show;Black Earth Rising;United Kingdom;January 25, 2019;British TV Shows, International TV Shows, TV Dramas Adopted by a human rights attorney after the Rwandan genocide, legal investigator Kate Ashby confronts her past when she takes on war crimes cases.
s951;Movie;Black Friday;India;November 19, 2020;Dramas, International Movies This docudrama based on the same-titled book tracks the aftermath of a 1993 bombing in Bombay through the eyes of a journalist covering the story.
s952;Movie;Black Hawk Down;United States, United Kingdom;January 1, 2019;Action & Adventure, Dramas When U.S. forces attempt to capture two underlings of a Somali warlord, their helicopters are shot down and the Americans suffer heavy casualties.
